stage_id,stage_index,stage_name,node_id,node_type,node_tier,encounter_id,enemy_level,reward_tier,wave_id,wave_index,spawn_unit_id,spawn_count,spawn_time,lane,unit_level,hp_multiplier,damage_multiplier,armor_bonus,move_speed_multiplier,attack_speed_multiplier,is_boss_spawn,notes
stage_2,1,Eternal Frost Wastes,3D_2,elite,1,elite_frost_t2,26,2,3D_2_wave_4,4,agony_screamer,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,3D_2,elite,1,elite_frost_t2,26,2,3D_2_wave_4,4,cursed_walker,3,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,3D_2,elite,1,elite_frost_t2,26,2,3D_2_wave_5,5,abomination,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,3D_2,elite,1,elite_frost_t2,26,2,3D_2_wave_5,5,bloodline_noble,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,3D_2,elite,1,elite_frost_t2,26,2,3D_2_wave_5,5,bound_spectre,4,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,4D_2,battle,2,battle_frost_t2,26,3,4D_2_wave_1,1,shade_servant,5,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,4D_2,battle,2,battle_frost_t2,26,3,4D_2_wave_1,1,putrid_archer,4,0,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,4D_2,battle,2,battle_frost_t2,26,3,4D_2_wave_1,1,bound_spectre,2,4,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,4D_2,battle,2,battle_frost_t2,26,3,4D_2_wave_2,2,cursed_walker,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,4D_2,battle,2,battle_frost_t2,26,3,4D_2_wave_2,2,putrid_archer,4,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,4D_2,battle,2,battle_frost_t2,26,3,4D_2_wave_2,2,flesh_weaver,4,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,4D_2,battle,2,battle_frost_t2,26,3,4D_2_wave_3,3,agony_screamer,3,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,4D_2,battle,2,battle_frost_t2,26,3,4D_2_wave_3,3,shade_servant,5,0,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,4D_2,battle,2,battle_frost_t2,26,3,4D_2_wave_3,3,putrid_archer,4,6,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,6C_2,elite,2,elite_frost_t2,30,3,6C_2_wave_1,1,bloodline_noble,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,6C_2,elite,2,elite_frost_t2,30,3,6C_2_wave_1,1,shade_servant,5,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,6C_2,elite,2,elite_frost_t2,30,3,6C_2_wave_1,1,putrid_archer,4,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,6C_2,elite,2,elite_frost_t2,30,3,6C_2_wave_2,2,cursed_walker,3,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,6C_2,elite,2,elite_frost_t2,30,3,6C_2_wave_2,2,agony_screamer,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,6C_2,elite,2,elite_frost_t2,30,3,6C_2_wave_2,2,bound_spectre,3,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,6C_2,elite,2,elite_frost_t2,30,3,6C_2_wave_3,3,screaming_coffin,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,6C_2,elite,2,elite_frost_t2,30,3,6C_2_wave_3,3,bloodline_noble,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,6C_2,elite,2,elite_frost_t2,30,3,6C_2_wave_3,3,putrid_archer,5,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,6C_2,elite,2,elite_frost_t2,30,3,6C_2_wave_4,4,eternal_watcher,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,6C_2,elite,2,elite_frost_t2,30,3,6C_2_wave_4,4,agony_screamer,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,6C_2,elite,2,elite_frost_t2,30,3,6C_2_wave_4,4,cursed_walker,3,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,6C_2,elite,2,elite_frost_t2,30,3,6C_2_wave_5,5,abomination,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,6C_2,elite,2,elite_frost_t2,30,3,6C_2_wave_5,5,bloodline_noble,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,6C_2,elite,2,elite_frost_t2,30,3,6C_2_wave_5,5,bound_spectre,4,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,7B_2,battle,2,battle_frost_t1,30,3,7B_2_wave_1,1,shade_servant,4,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,7B_2,battle,2,battle_frost_t1,30,3,7B_2_wave_1,1,putrid_archer,2,5,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,7B_2,battle,2,battle_frost_t1,30,3,7B_2_wave_2,2,shade_servant,5,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,7B_2,battle,2,battle_frost_t1,30,3,7B_2_wave_2,2,flesh_weaver,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,7B_2,battle,2,battle_frost_t1,30,3,7B_2_wave_3,3,shade_servant,5,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,7B_2,battle,2,battle_frost_t1,30,3,7B_2_wave_3,3,putrid_archer,3,0,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,7B_2,battle,2,battle_frost_t1,30,3,7B_2_wave_3,3,flesh_weaver,3,6,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,8D_2,battle,3,battle_frost_t2,31,4,8D_2_wave_1,1,shade_servant,5,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,8D_2,battle,3,battle_frost_t2,31,4,8D_2_wave_1,1,putrid_archer,4,0,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,8D_2,battle,3,battle_frost_t2,31,4,8D_2_wave_1,1,bound_spectre,2,4,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,8D_2,battle,3,battle_frost_t2,31,4,8D_2_wave_2,2,cursed_walker,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,8D_2,battle,3,battle_frost_t2,31,4,8D_2_wave_2,2,putrid_archer,4,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,8D_2,battle,3,battle_frost_t2,31,4,8D_2_wave_2,2,flesh_weaver,4,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,8D_2,battle,3,battle_frost_t2,31,4,8D_2_wave_3,3,agony_screamer,3,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,8D_2,battle,3,battle_frost_t2,31,4,8D_2_wave_3,3,shade_servant,5,0,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,8D_2,battle,3,battle_frost_t2,31,4,8D_2_wave_3,3,putrid_archer,4,6,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,10B_2,elite,3,elite_frost_t3,35,3,10B_2_wave_1,1,eternal_watcher,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,10B_2,elite,3,elite_frost_t3,35,3,10B_2_wave_1,1,bloodline_noble,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,10B_2,elite,3,elite_frost_t3,35,3,10B_2_wave_1,1,putrid_archer,5,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,10B_2,elite,3,elite_frost_t3,35,3,10B_2_wave_2,2,abomination,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,10B_2,elite,3,elite_frost_t3,35,3,10B_2_wave_2,2,forbidden_scientist,2,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,10B_2,elite,3,elite_frost_t3,35,3,10B_2_wave_2,2,agony_screamer,4,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,10B_2,elite,3,elite_frost_t3,35,3,10B_2_wave_3,3,flesh_titan,1,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,10B_2,elite,3,elite_frost_t3,35,3,10B_2_wave_3,3,eternal_watcher,2,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,10B_2,elite,3,elite_frost_t3,35,3,10B_2_wave_3,3,bloodline_noble,4,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,10B_2,elite,3,elite_frost_t3,35,3,10B_2_wave_4,4,abomination,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,10B_2,elite,3,elite_frost_t3,35,3,10B_2_wave_4,4,bloodline_noble,4,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,10B_2,elite,3,elite_frost_t3,35,3,10B_2_wave_4,4,forbidden_scientist,2,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,10B_2,elite,3,elite_frost_t3,35,3,10B_2_wave_5,5,flesh_titan,1,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,10B_2,elite,3,elite_frost_t3,35,3,10B_2_wave_5,5,eternal_watcher,2,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,10B_2,elite,3,elite_frost_t3,35,3,10B_2_wave_5,5,bloodline_noble,5,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,11A_2,battle,3,battle_frost_t3,35,3,11A_2_wave_1,1,bloodline_noble,3,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,11A_2,battle,3,battle_frost_t3,35,3,11A_2_wave_1,1,agony_screamer,3,0,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,11A_2,battle,3,battle_frost_t3,35,3,11A_2_wave_1,1,putrid_archer,4,4,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,11A_2,battle,3,battle_frost_t3,35,3,11A_2_wave_2,2,screaming_coffin,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,11A_2,battle,3,battle_frost_t3,35,3,11A_2_wave_2,2,bound_spectre,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,11A_2,battle,3,battle_frost_t3,35,3,11A_2_wave_2,2,agony_screamer,4,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,11A_2,battle,3,battle_frost_t3,35,3,11A_2_wave_3,3,eternal_watcher,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,11A_2,battle,3,battle_frost_t3,35,3,11A_2_wave_3,3,bloodline_noble,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,11A_2,battle,3,battle_frost_t3,35,3,11A_2_wave_3,3,putrid_archer,5,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,11E_2,battle,3,battle_frost_t3,35,3,11E_2_wave_1,1,bloodline_noble,3,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,11E_2,battle,3,battle_frost_t3,35,3,11E_2_wave_1,1,agony_screamer,3,0,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,11E_2,battle,3,battle_frost_t3,35,3,11E_2_wave_1,1,putrid_archer,4,4,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,11E_2,battle,3,battle_frost_t3,35,3,11E_2_wave_2,2,screaming_coffin,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,11E_2,battle,3,battle_frost_t3,35,3,11E_2_wave_2,2,bound_spectre,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,11E_2,battle,3,battle_frost_t3,35,3,11E_2_wave_2,2,agony_screamer,4,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,11E_2,battle,3,battle_frost_t3,35,3,11E_2_wave_3,3,eternal_watcher,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,11E_2,battle,3,battle_frost_t3,35,3,11E_2_wave_3,3,bloodline_noble,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,11E_2,battle,3,battle_frost_t3,35,3,11E_2_wave_3,3,putrid_archer,5,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,12E_2,battle,3,battle_frost_t3,37,3,12E_2_wave_1,1,bloodline_noble,3,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,12E_2,battle,3,battle_frost_t3,37,3,12E_2_wave_1,1,agony_screamer,3,0,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,12E_2,battle,3,battle_frost_t3,37,3,12E_2_wave_1,1,putrid_archer,4,4,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,12E_2,battle,3,battle_frost_t3,37,3,12E_2_wave_2,2,screaming_coffin,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,12E_2,battle,3,battle_frost_t3,37,3,12E_2_wave_2,2,bound_spectre,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,12E_2,battle,3,battle_frost_t3,37,3,12E_2_wave_2,2,agony_screamer,4,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,12E_2,battle,3,battle_frost_t3,37,3,12E_2_wave_3,3,eternal_watcher,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,12E_2,battle,3,battle_frost_t3,37,3,12E_2_wave_3,3,bloodline_noble,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,12E_2,battle,3,battle_frost_t3,37,3,12E_2_wave_3,3,putrid_archer,5,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,13D_2,battle,3,battle_frost_t3,38,3,13D_2_wave_1,1,bloodline_noble,3,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,13D_2,battle,3,battle_frost_t3,38,3,13D_2_wave_1,1,agony_screamer,3,0,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,13D_2,battle,3,battle_frost_t3,38,3,13D_2_wave_1,1,putrid_archer,4,4,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,13D_2,battle,3,battle_frost_t3,38,3,13D_2_wave_2,2,screaming_coffin,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,13D_2,battle,3,battle_frost_t3,38,3,13D_2_wave_2,2,bound_spectre,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,13D_2,battle,3,battle_frost_t3,38,3,13D_2_wave_2,2,agony_screamer,4,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,13D_2,battle,3,battle_frost_t3,38,3,13D_2_wave_3,3,eternal_watcher,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,13D_2,battle,3,battle_frost_t3,38,3,13D_2_wave_3,3,bloodline_noble,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,13D_2,battle,3,battle_frost_t3,38,3,13D_2_wave_3,3,putrid_archer,5,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,14D_2,elite,3,elite_frost_t3,40,3,14D_2_wave_1,1,eternal_watcher,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,14D_2,elite,3,elite_frost_t3,40,3,14D_2_wave_1,1,bloodline_noble,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,14D_2,elite,3,elite_frost_t3,40,3,14D_2_wave_1,1,putrid_archer,5,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,14D_2,elite,3,elite_frost_t3,40,3,14D_2_wave_2,2,abomination,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,14D_2,elite,3,elite_frost_t3,40,3,14D_2_wave_2,2,forbidden_scientist,2,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,14D_2,elite,3,elite_frost_t3,40,3,14D_2_wave_2,2,agony_screamer,4,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,14D_2,elite,3,elite_frost_t3,40,3,14D_2_wave_3,3,flesh_titan,1,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,14D_2,elite,3,elite_frost_t3,40,3,14D_2_wave_3,3,eternal_watcher,2,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,14D_2,elite,3,elite_frost_t3,40,3,14D_2_wave_3,3,bloodline_noble,4,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,14D_2,elite,3,elite_frost_t3,40,3,14D_2_wave_4,4,abomination,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,14D_2,elite,3,elite_frost_t3,40,3,14D_2_wave_4,4,bloodline_noble,4,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,14D_2,elite,3,elite_frost_t3,40,3,14D_2_wave_4,4,forbidden_scientist,2,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,14D_2,elite,3,elite_frost_t3,40,3,14D_2_wave_5,5,flesh_titan,1,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,14D_2,elite,3,elite_frost_t3,40,3,14D_2_wave_5,5,eternal_watcher,2,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,14D_2,elite,3,elite_frost_t3,40,3,14D_2_wave_5,5,bloodline_noble,5,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,15A_2,boss,3,boss_frost_necropolis,45,3,15A_2_wave_1,1,eternal_watcher,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,15A_2,boss,3,boss_frost_necropolis,45,3,15A_2_wave_1,1,bloodline_noble,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,15A_2,boss,3,boss_frost_necropolis,45,3,15A_2_wave_1,1,putrid_archer,4,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,15A_2,boss,3,boss_frost_necropolis,45,3,15A_2_wave_2,2,abomination,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,15A_2,boss,3,boss_frost_necropolis,45,3,15A_2_wave_2,2,forbidden_scientist,2,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,15A_2,boss,3,boss_frost_necropolis,45,3,15A_2_wave_2,2,agony_screamer,4,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,15A_2,boss,3,boss_frost_necropolis,45,3,15A_2_wave_3,3,flesh_titan,1,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,15A_2,boss,3,boss_frost_necropolis,45,3,15A_2_wave_3,3,eternal_watcher,2,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,15A_2,boss,3,boss_frost_necropolis,45,3,15A_2_wave_3,3,bloodline_noble,5,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,15A_2,boss,3,boss_frost_necropolis,45,3,15A_2_wave_4,4,abomination,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,15A_2,boss,3,boss_frost_necropolis,45,3,15A_2_wave_4,4,eternal_watcher,2,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,15A_2,boss,3,boss_frost_necropolis,45,3,15A_2_wave_4,4,bound_spectre,4,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,15A_2,boss,3,boss_frost_necropolis,45,3,15A_2_wave_4,4,forbidden_scientist,2,12,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,15A_2,boss,3,boss_frost_necropolis,45,3,15A_2_wave_5,5,flesh_titan,1,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,15A_2,boss,3,boss_frost_necropolis,45,3,15A_2_wave_5,5,abomination,2,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,15A_2,boss,3,boss_frost_necropolis,45,3,15A_2_wave_5,5,bloodline_noble,5,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,15A_2,boss,3,boss_frost_necropolis,45,3,15A_2_wave_5,5,cursed_walker,3,12,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,15A_2,boss,3,boss_frost_necropolis,45,3,15A_2_wave_6,6,flesh_titan,1,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,15A_2,boss,3,boss_frost_necropolis,45,3,15A_2_wave_6,6,eternal_watcher,2,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,15A_2,boss,3,boss_frost_necropolis,45,3,15A_2_wave_6,6,abomination,2,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,15A_2,boss,3,boss_frost_necropolis,45,3,15A_2_wave_6,6,bloodline_noble,6,12,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,15E_2,boss,3,boss_frost_necropolis,45,3,15E_2_wave_1,1,eternal_watcher,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,15E_2,boss,3,boss_frost_necropolis,45,3,15E_2_wave_1,1,bloodline_noble,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,15E_2,boss,3,boss_frost_necropolis,45,3,15E_2_wave_1,1,putrid_archer,4,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,15E_2,boss,3,boss_frost_necropolis,45,3,15E_2_wave_2,2,abomination,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,15E_2,boss,3,boss_frost_necropolis,45,3,15E_2_wave_2,2,forbidden_scientist,2,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,15E_2,boss,3,boss_frost_necropolis,45,3,15E_2_wave_2,2,agony_screamer,4,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,15E_2,boss,3,boss_frost_necropolis,45,3,15E_2_wave_3,3,flesh_titan,1,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,15E_2,boss,3,boss_frost_necropolis,45,3,15E_2_wave_3,3,eternal_watcher,2,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,15E_2,boss,3,boss_frost_necropolis,45,3,15E_2_wave_3,3,bloodline_noble,5,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,15E_2,boss,3,boss_frost_necropolis,45,3,15E_2_wave_4,4,abomination,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,15E_2,boss,3,boss_frost_necropolis,45,3,15E_2_wave_4,4,eternal_watcher,2,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,15E_2,boss,3,boss_frost_necropolis,45,3,15E_2_wave_4,4,bound_spectre,4,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,15E_2,boss,3,boss_frost_necropolis,45,3,15E_2_wave_4,4,forbidden_scientist,2,12,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,15E_2,boss,3,boss_frost_necropolis,45,3,15E_2_wave_5,5,flesh_titan,1,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,15E_2,boss,3,boss_frost_necropolis,45,3,15E_2_wave_5,5,abomination,2,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,15E_2,boss,3,boss_frost_necropolis,45,3,15E_2_wave_5,5,bloodline_noble,5,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,15E_2,boss,3,boss_frost_necropolis,45,3,15E_2_wave_5,5,cursed_walker,3,12,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,15E_2,boss,3,boss_frost_necropolis,45,3,15E_2_wave_6,6,flesh_titan,1,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,15E_2,boss,3,boss_frost_necropolis,45,3,15E_2_wave_6,6,eternal_watcher,2,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,15E_2,boss,3,boss_frost_necropolis,45,3,15E_2_wave_6,6,abomination,2,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,15E_2,boss,3,boss_frost_necropolis,45,3,15E_2_wave_6,6,bloodline_noble,6,12,center,,,,,,,,
stage_1,0,Triarch Dominion,1C_3,battle,1,battle_triarch_t1,1,1,1C_3_wave_1,1,triarch_dominion_footmen,4,0,north,,,,,,,,
stage_1,0,Triarch Dominion,1C_3,battle,1,battle_triarch_t1,1,1,1C_3_wave_1,1,triarch_dominion_gunner,2,5,center,,,,,,,,
stage_1,0,Triarch Dominion,1C_3,battle,1,battle_triarch_t1,1,1,1C_3_wave_2,2,triarch_zealot_duelist,4,0,north,,,,,,,,
stage_1,0,Triarch Dominion,1C_3,battle,1,battle_triarch_t1,1,1,1C_3_wave_2,2,triarch_aether_archer,3,4,center,,,,,,,,
stage_1,0,Triarch Dominion,1C_3,battle,1,battle_triarch_t1,1,1,1C_3_wave_3,3,triarch_dominion_footmen,4,0,north,,,,,,,,
stage_1,0,Triarch Dominion,1C_3,battle,1,battle_triarch_t1,1,1,1C_3_wave_3,3,triarch_rifleman_squad,3,4,center,,,,,,,,
stage_1,0,Triarch Dominion,1C_3,battle,1,battle_triarch_t1,1,1,1C_3_wave_3,3,triarch_mana_siphon_adept,2,7,south,,,,,,,,
stage_1,0,Triarch Dominion,2D_3,battle,1,battle_triarch_t2,3,2,2D_3_wave_1,1,triarch_crusader_shieldbearer,2,0,north,,,,,,,,
stage_1,0,Triarch Dominion,2D_3,battle,1,battle_triarch_t2,3,2,2D_3_wave_1,1,triarch_rifleman_squad,3,0,center,,,,,,,,
stage_1,0,Triarch Dominion,2D_3,battle,1,battle_triarch_t2,3,2,2D_3_wave_1,1,triarch_mana_siphon_adept,2,5,south,,,,,,,,
stage_1,0,Triarch Dominion,2D_3,battle,1,battle_triarch_t2,3,2,2D_3_wave_2,2,triarch_firethrower_unit,2,0,north,,,,,,,,
stage_1,0,Triarch Dominion,2D_3,battle,1,battle_triarch_t2,3,2,2D_3_wave_2,2,triarch_zealot_duelist,4,4,center,,,,,,,,
stage_1,0,Triarch Dominion,2D_3,battle,1,battle_triarch_t2,3,2,2D_3_wave_2,2,triarch_acolyte_healer,2,8,center,,,,,,,,
stage_1,0,Triarch Dominion,2D_3,battle,1,battle_triarch_t2,3,2,2D_3_wave_3,3,triarch_aether_golem,2,0,north,,,,,,,,
stage_1,0,Triarch Dominion,2D_3,battle,1,battle_triarch_t2,3,2,2D_3_wave_3,3,triarch_lightning_sorcerer,3,3,center,,,,,,,,
stage_1,0,Triarch Dominion,2D_3,battle,1,battle_triarch_t2,3,2,2D_3_wave_3,3,triarch_aether_archer,3,6,south,,,,,,,,
stage_1,0,Triarch Dominion,3D_3,elite,1,elite_triarch_t2,6,2,3D_3_wave_1,1,triarch_aether_golem,2,0,north,,,,,,,,
stage_1,0,Triarch Dominion,3D_3,elite,1,elite_triarch_t2,6,2,3D_3_wave_1,1,triarch_rifleman_squad,3,0,center,,,,,,,,
stage_1,0,Triarch Dominion,3D_3,elite,1,elite_triarch_t2,6,2,3D_3_wave_1,1,triarch_acolyte_healer,2,6,center,,,,,,,,
stage_1,0,Triarch Dominion,3D_3,elite,1,elite_triarch_t2,6,2,3D_3_wave_2,2,triarch_crusader_shieldbearer,3,0,north,,,,,,,,
stage_1,0,Triarch Dominion,3D_3,elite,1,elite_triarch_t2,6,2,3D_3_wave_2,2,triarch_lightning_sorcerer,3,4,center,,,,,,,,
stage_1,0,Triarch Dominion,3D_3,elite,1,elite_triarch_t2,6,2,3D_3_wave_2,2,triarch_sniper_elite,2,8,south,,,,,,,,
stage_1,0,Triarch Dominion,3D_3,elite,1,elite_triarch_t2,6,2,3D_3_wave_3,3,triarch_seraph_guardian,1,0,north,,,,,,,,
stage_1,0,Triarch Dominion,3D_3,elite,1,elite_triarch_t2,6,2,3D_3_wave_3,3,triarch_firethrower_unit,3,4,center,,,,,,,,
stage_1,0,Triarch Dominion,3D_3,elite,1,elite_triarch_t2,6,2,3D_3_wave_3,3,triarch_mana_siphon_adept,3,8,south,,,,,,,,
stage_1,0,Triarch Dominion,3D_3,elite,1,elite_triarch_t2,6,2,3D_3_wave_4,4,triarch_aether_golem,2,0,north,,,,,,,,
stage_1,0,Triarch Dominion,3D_3,elite,1,elite_triarch_t2,6,2,3D_3_wave_4,4,triarch_priestess_dawn,2,5,center,,,,,,,,
stage_1,0,Triarch Dominion,3D_3,elite,1,elite_triarch_t2,6,2,3D_3_wave_4,4,triarch_aether_archer,4,8,south,,,,,,,,
stage_1,0,Triarch Dominion,3D_3,elite,1,elite_triarch_t2,6,2,3D_3_wave_5,5,triarch_crusader_shieldbearer,3,0,north,,,,,,,,
